date	x	y	z
13-Dec-11	388.81	334.04	237.76
14-Dec-11	380.19	335.67	242.32
15-Dec-11	378.94	343.26	246.76
16-Dec-11	381.02	349.43	245.22
19-Dec-11	382.21	351.76	244.11
20-Dec-11	395.95	357.2	253.35
21-Dec-11	396.44	359.71	256.88
22-Dec-11	398.55	354	256.88
23-Dec-11	403.43	353.75	260.83
27-Dec-11	406.53	358.02	263.95
28-Dec-11	402.64	357.77	263.12
29-Dec-11	405.12	364.92	255.96
30-Dec-11	405	373.8	250.94
3-Jan-12	411.23	376.85	249.33
4-Jan-12	413.44	386.9	243.2
5-Jan-12	418.03	387.29	250.51
6-Jan-12	422.4	393.3	253.51
9-Jan-12	421.73	398.5	254.28
10-Jan-12	423.24	403.41	259.69
11-Jan-12	422.55	392.59	267.25
12-Jan-12	421.39	391.82	271.87
13-Jan-12	419.81	390.48	274.07
17-Jan-12	424.7	396.75	270.17
18-Jan-12	429.11	388.91	273.85
19-Jan-12	427.75	392.57	270.97
20-Jan-12	420.3	377.37	269
23-Jan-12	427.41	373.62	266.7
24-Jan-12	420.41	353.21	268.3
25-Jan-12	446.66	374.01	256.17
26-Jan-12	444.63	363.69	251.53
27-Jan-12	447.28	373.7	248.48
30-Jan-12	453.01	376.99	246.94
31-Jan-12	456.48	383.41	246.94
1-Feb-12	456.19	380.48	248.63
2-Feb-12	455.12	380.44	258.66
3-Feb-12	459.68	366.05	258.09
6-Feb-12	463.97	356.03	259.62
7-Feb-12	468.83	356.44	257.28
8-Feb-12	476.68	373.6	251.8
9-Feb-12	493.17	376.18	252.73
10-Feb-12	493.42	373.72	251.45
13-Feb-12	502.6	383.58	249.9
14-Feb-12	509.46	389.97	245.58
15-Feb-12	497.67	389.99	251.89
16-Feb-12	502.21	384.83	254.24
17-Feb-12	502.12	381.03	259.02
21-Feb-12	514.85	374.05	259.94
22-Feb-12	513.04	379.74	259.28
23-Feb-12	516.39	383.93	264.08
24-Feb-12	522.41	384.14	260.96
27-Feb-12	525.76	377.48	258.11
28-Feb-12	535.41	379.94	257.25
29-Feb-12	542.44	384.62	261.85
1-Mar-12	544.47	389.3	261.93
2-Mar-12	545.18	392.96	262.98
5-Mar-12	533.16	400.5	261.7
6-Mar-12	530.26	411.63	260.09
7-Mar-12	530.69	413.45	261.75
8-Mar-12	541.99	412.14	259.41
9-Mar-12	545.17	401.82	250.19
12-Mar-12	552	404.3	251.79
13-Mar-12	568.1	403.17	249.1
14-Mar-12	589.58	399.26	247.64
15-Mar-12	585.56	397.01	251.97
16-Mar-12	585.57	390.57	253.07
19-Mar-12	601.1	381.32	249.88
20-Mar-12	605.96	374.6	249.64
21-Mar-12	602.5	372.5	245.8
22-Mar-12	599.34	378.25	239.93
23-Mar-12	596.05	377.37	242.89
26-Mar-12	606.98	369.8	240.28
27-Mar-12	614.48	388.81	241.62
28-Mar-12	617.62	400.29	242.5
29-Mar-12	609.86	402.19	243.1
30-Mar-12	599.55	408.43	250.33
2-Apr-12	618.63	422	252.17
3-Apr-12	629.32	419.99	258.77
4-Apr-12	624.31	422.24	258.77
5-Apr-12	633.68	398.62	257.81
9-Apr-12	636.23	395.31	262.92
10-Apr-12	628.44	392.87	263.07
11-Apr-12	626.2	405.77	263.41
12-Apr-12	622.77	397.77	267.04
13-Apr-12	605.23	400.6	268.06
16-Apr-12	580.13	404.69	270.22
17-Apr-12	609.7	404.95	276.57
18-Apr-12	608.34	404.78	275.37
19-Apr-12	587.44	396.51	283.23
20-Apr-12	572.98	397.41	283.77
23-Apr-12	571.7	403.07	287.75
24-Apr-12	560.28	400.24	288.92
25-Apr-12	610	399.73	292.32
26-Apr-12	607.7	406.23	291.16
27-Apr-12	603	395.28	286.86
30-Apr-12	583.98	385.22	287.37
1-May-12	582.13	384.62	283.75
